,original_index,ratings,reviewer,titles,reviews,english,dates,replies,reply_dates,clean_review,combined_reviews,reviews_len,Buying experience,Digital,store,service,product not available,Product,fresh,non fresh,"value (quality, etc.)",price,Delivery Mode,Drive,Delivery,After Sales,Carrefour,Other brand,reimbursement,clean_BE,clean_PD,clean_DM,clean_AS
212,206.0,2.0,Yves,achat viande,"bonjour.au carrefour de gimont, dans le 32 ou je me sert toute les semaines .depuis plus 20 ans,je trouve qu au rayon  boucherie on exagère. ex : le mercredi 27/7 ,l araignée de porc était à 13,95e le kg mercredi 3/8 elle est passée a 15,95 e .sous prétexte que tout augmente on profite .on prend le client pour un idiot . j ai fait par de cette remarque a la direction  a Gimont,en leur demandant d aller voir un  peu ce que faisait le responsable boucher.merci",,2022-08-06T17:52:53.000Z,"Bonjour, nous vous remercions pour votre signalement qui a été relayé au magasin afin que celui-ci soit pris en compte. ",2022-08-10T06:02:25.081Z,"bonjour.au carrefour de gimont, dans le 32 ou je me sert toute les semaines .depuis plus 20 ans,je trouve qu au rayon  boucherie on exagère. ex : le mercredi 27/7 ,l araignée de porc était à 13,95e le kg mercredi 3/8 elle est passée a 15,95 e .sous prétexte que tout augmente on profite .on prend le client pour un idiot . j ai fait par de cette remarque a la direction  a Gimont,en leur demandant d aller voir un  peu ce que faisait le responsable boucher.merci","achat viande bonjour.au carrefour de gimont, dans le 32 ou je me sert toute les semaines .depuis plus 20 ans,je trouve qu au rayon  boucherie on exagère. ex : le mercredi 27/7 ,l araignée de porc était à 13,95e le kg mercredi 3/8 elle est passée a 15,95 e .sous prétexte que tout augmente on profite .on prend le client pour un idiot . j ai fait par de cette remarque a la direction  a Gimont,en leur demandant d aller voir un  peu ce que faisait le responsable boucher.merci",89.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0,1,0,0
213,211.0,2.0,Yves,Commande  en ligne  décevante  …,Cet avis  concerne  carrefour  livraison  à  domicile  avant  tout  un grand  merci et bravo  aux livreurs  souriants  sympathique et.ponctuels  en revanche  très  satisfaite  des produits  jusque  là  cette  fois baguette  de pain immengeable  et un brumisateur  de remplacements qui gicle  et met de l eau partout  très  déçue,,2022-08-03T15:32:12.000Z,,,Cet avis  concerne  carrefour  livraison  à  domicile  avant  tout  un grand  merci et bravo  aux livreurs  souriants  sympathique et.ponctuels  en revanche  très  satisfaite  des produits  jusque  là  cette  fois baguette  de pain immengeable  et un brumisateur  de remplacements qui gicle  et met de l eau partout  très  déçue,Commande  en ligne  décevante  … Cet avis  concerne  carrefour  livraison  à  domicile  avant  tout  un grand  merci et bravo  aux livreurs  souriants  sympathique et.ponctuels  en revanche  très  satisfaite  des produits  jusque  là  cette  fois baguette  de pain immengeable  et un brumisateur  de remplacements qui gicle  et met de l eau partout  très  déçue,53.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0,1,0,0
214,235.0,2.0,Yves,Ch. neuf les Martigues,"Château neuf les Martigues:enfin 1 parking couvert( photovoltaïque)/ mais des toilette propre SANS papier  sert a rien ,ou alors on se moque de l'hygiène et des clients hein le directeur ?",,2022-07-10T11:21:15.000Z,"Bonjour, nous vous remercions pour votre message qui a été transmis au magasin. Celui-ci a immédiatement reçu la société de nettoyage afin qu’elle fasse le nécessaire et soit vigilante à ce sujet. ",2022-07-11T07:57:30.185Z,"Château neuf les Martigues:enfin 1 parking couvert( photovoltaïque)/ mais des toilette propre SANS papier  sert a rien ,ou alors on se moque de l'hygiène et des clients hein le directeur ?","Ch. neuf les Martigues Château neuf les Martigues:enfin 1 parking couvert( photovoltaïque)/ mais des toilette propre SANS papier  sert a rien ,ou alors on se moque de l'hygiène et des clients hein le directeur ?",35.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
215,242.0,2.0,Yves,Colis écrasé et cassé,"Ayant commander des air pods la semaine dernière, je suis allée les récupérer à l’accueil du magasin Carrefour Jeuxey ce vendredi 1 juillet.
J’ai récupéré mon colis dans un état pitoyable, le carton étant écrasé et cassé. Je trouve ça inadmissible, bien que les air pods ne soit pas endommagé, ce n’est clairement pas normal de récupérer sa commande dans un tel état, car une télé ou une tablette n’aura pas tenu le coup. 
Les agents de sécurité nous ont même avoué que le livreur avait lever et renversé sa palette en livrant, ce qui est loin d’être ok mais apparemment habitué vu l’attitude du vigile. 

Carrefour je vous remercie de faire attention à vos commandes et à la façon dont sont livrés vos colis, car ce n’est pas normal de recevoir des colis, cassé endommagé qui peuvent engendrer d’autres problèmes derrière sur nos commandes.
Merci",,2022-07-03T11:01:21.000Z,"Bonjour Mme Mathey, c'est avec la plus grande attention que le magasin a pris connaissance de votre message et vous prie de bien vouloir l’excuser. Lors des réceptions de colis toutes les anomalies sont signalées afin qu’elles soient bien notifiées aux transporteurs. ",2022-07-04T08:51:51.227Z,"Ayant commander des air pods la semaine dernière, je suis allée les récupérer à l’accueil du magasin Carrefour Jeuxey ce vendredi 1 juillet.J’ai récupéré mon colis dans un état pitoyable, le carton étant écrasé et cassé. Je trouve ça inadmissible, bien que les air pods ne soit pas endommagé, ce n’est clairement pas normal de récupérer sa commande dans un tel état, car une télé ou une tablette n’aura pas tenu le coup. Les agents de sécurité nous ont même avoué que le livreur avait lever et renversé sa palette en livrant, ce qui est loin d’être ok mais apparemment habitué vu l’attitude du vigile. Carrefour je vous remercie de faire attention à vos commandes et à la façon dont sont livrés vos colis, car ce n’est pas normal de recevoir des colis, cassé endommagé qui peuvent engendrer d’autres problèmes derrière sur nos commandes.Merci","Colis écrasé et cassé Ayant commander des air pods la semaine dernière, je suis allée les récupérer à l’accueil du magasin Carrefour Jeuxey ce vendredi 1 juillet.J’ai récupéré mon colis dans un état pitoyable, le carton étant écrasé et cassé. Je trouve ça inadmissible, bien que les air pods ne soit pas endommagé, ce n’est clairement pas normal de récupérer sa commande dans un tel état, car une télé ou une tablette n’aura pas tenu le coup. Les agents de sécurité nous ont même avoué que le livreur avait lever et renversé sa palette en livrant, ce qui est loin d’être ok mais apparemment habitué vu l’attitude du vigile. Carrefour je vous remercie de faire attention à vos commandes et à la façon dont sont livrés vos colis, car ce n’est pas normal de recevoir des colis, cassé endommagé qui peuvent engendrer d’autres problèmes derrière sur nos commandes.Merci",148.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0
216,255.0,2.0,Yves,Nouvelle direction très décevante,"Cliente carrefour depuis 40 ans après changement de direction très déçue  envisage de changer d’enseigne 
Hypermarché carrefour 64600 Anglet",,2022-06-21T13:29:48.000Z,"Bonjour, pouvez-vous nous préciser votre signalement ? Nous sommes à votre écoute. L'équipe Carrefour",2022-06-21T13:52:52.006Z,Cliente carrefour depuis 40 ans après changement de direction très déçue  envisage de changer d’enseigne Hypermarché carrefour 64600 Anglet,Nouvelle direction très décevante Cliente carrefour depuis 40 ans après changement de direction très déçue  envisage de changer d’enseigne Hypermarché carrefour 64600 Anglet,23.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
217,258.0,2.0,Yves,Pot de mayonnaise acheter il y a deux…,Pot de mayonnaise acheter il y a deux semaines et la date de péremption est le 13/08/2021,,2022-06-17T22:15:02.000Z,"Bonjour, pouvez-vous nous donner l'adresse du magasin en question ? Bonne journée, l'équipe Carrefour",2022-06-18T14:23:12.009Z,Pot de mayonnaise acheter il y a deux semaines et la date de péremption est le 13/08/2021,Pot de mayonnaise acheter il y a deux… Pot de mayonnaise acheter il y a deux semaines et la date de péremption est le 13/08/2021,25.0,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,1,1,0,0
218,273.0,2.0,Yves,Livraisons Carrefour Épinal :-(,"Carrefour Épinal... nous faisons livrer nos courses. Rares sont les livraisons correctes. Toujours des réclamations car les produits sont changés, souvent par des produits de qualité inférieure (souvent des produits de leur marque), voire rien à voir (du sérum physiologique livré, pour du dentifrice commandé par exemple). Le pire ce sont les refus de remboursement. Il faut aller au magasin pour rien, puisqu'on va vous donner des arguments et que vous, vous avez les vôtres, donc aucun intérêt. Et honnêtement quand vous vous faites livrer, ce n'est pas pour passer vos après midi au magasin. Livrez les produits commandés et vous n'aurez pas de remboursements à faire ! Bref, nous attendons que les concurrents livrent pour tester. Je ne conseille pas",,2022-05-29T12:08:09.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance, L'équipe Carrefour",2022-05-29T12:58:28.904Z,"Carrefour Épinal... nous faisons livrer nos courses. Rares sont les livraisons correctes. Toujours des réclamations car les produits sont changés, souvent par des produits de qualité inférieure (souvent des produits de leur marque), voire rien à voir (du sérum physiologique livré, pour du dentifrice commandé par exemple). Le pire ce sont les refus de remboursement. Il faut aller au magasin pour rien, puisqu'on va vous donner des arguments et que vous, vous avez les vôtres, donc aucun intérêt. Et honnêtement quand vous vous faites livrer, ce n'est pas pour passer vos après midi au magasin. Livrez les produits commandés et vous n'aurez pas de remboursements à faire ! Bref, nous attendons que les concurrents livrent pour tester. Je ne conseille pas","Livraisons Carrefour Épinal :-( Carrefour Épinal... nous faisons livrer nos courses. Rares sont les livraisons correctes. Toujours des réclamations car les produits sont changés, souvent par des produits de qualité inférieure (souvent des produits de leur marque), voire rien à voir (du sérum physiologique livré, pour du dentifrice commandé par exemple). Le pire ce sont les refus de remboursement. Il faut aller au magasin pour rien, puisqu'on va vous donner des arguments et que vous, vous avez les vôtres, donc aucun intérêt. Et honnêtement quand vous vous faites livrer, ce n'est pas pour passer vos après midi au magasin. Livrez les produits commandés et vous n'aurez pas de remboursements à faire ! Bref, nous attendons que les concurrents livrent pour tester. Je ne conseille pas",125.0,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,0,0,1,1
219,286.0,2.0,Yves,Cliente depuis de nombreuse années et…,"Cliente depuis de nombreuse années et avec un service que j'aurai recommandé ,mais depuis qu'ils ont changés le service livraison c'est pitoyable .......sur toutes mes dernières commandes j'ai eu des déboires mais ce soir le pire non seulement le livreur est arrivé avec 55 minutes de retard et meme pas un excusez moi rien de rien les produits écrasés, les fromages mélangé avec l'assouplisseur les fruits congelés complètement mous les packs d'eau eclatés......... je ne parle même pas des produits remplacés, 3 packs d'eau pétillantes en commande ni livrés ni remplacé c'est comme ca les arrangent....  prenez conscience de reagir a faire quelques choses !!!!! C'est loin d'etre un service serieux",,2022-05-19T20:15:39.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance, L'équipe Carrefour",2022-05-20T06:15:11.924Z,"Cliente depuis de nombreuse années et avec un service que j'aurai recommandé ,mais depuis qu'ils ont changés le service livraison c'est pitoyable .......sur toutes mes dernières commandes j'ai eu des déboires mais ce soir le pire non seulement le livreur est arrivé avec 55 minutes de retard et meme pas un excusez moi rien de rien les produits écrasés, les fromages mélangé avec l'assouplisseur les fruits congelés complètement mous les packs d'eau eclatés......... je ne parle même pas des produits remplacés, 3 packs d'eau pétillantes en commande ni livrés ni remplacé c'est comme ca les arrangent....  prenez conscience de reagir a faire quelques choses !!!!! C'est loin d'etre un service serieux","Cliente depuis de nombreuse années et… Cliente depuis de nombreuse années et avec un service que j'aurai recommandé ,mais depuis qu'ils ont changés le service livraison c'est pitoyable .......sur toutes mes dernières commandes j'ai eu des déboires mais ce soir le pire non seulement le livreur est arrivé avec 55 minutes de retard et meme pas un excusez moi rien de rien les produits écrasés, les fromages mélangé avec l'assouplisseur les fruits congelés complètement mous les packs d'eau eclatés......... je ne parle même pas des produits remplacés, 3 packs d'eau pétillantes en commande ni livrés ni remplacé c'est comme ca les arrangent....  prenez conscience de reagir a faire quelques choses !!!!! C'est loin d'etre un service serieux",117.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,0,1,0
220,320.0,2.0,Yves,impossible de commander les produits…,impossible de commander les produits sabatier le site ne fonctionne pas c'est une grosse arnaque on est quand même clients et on reçoit qu'un message top du service client essayez de comprendre notre mécontentement  c'est quand même grâce à nous si vos magasins fonctionnent merci,,2022-05-08T09:32:01.000Z,"Bonjour, nous vous informons que nos hypermarchés et supermarchés ont été livrés à compter du 3 mai. De plus, votre commande peut également être effectuée en ligne ici https://www.carrefour.fr/edito/grandes-marques/lion-sabatier/reservation Nous restons à votre écoute. Bonne journée, L'équipe Carrefour",2022-05-08T13:52:28.122Z,impossible de commander les produits sabatier le site ne fonctionne pas c'est une grosse arnaque on est quand même clients et on reçoit qu'un message top du service client essayez de comprendre notre mécontentement  c'est quand même grâce à nous si vos magasins fonctionnent merci,impossible de commander les produits… impossible de commander les produits sabatier le site ne fonctionne pas c'est une grosse arnaque on est quand même clients et on reçoit qu'un message top du service client essayez de comprendre notre mécontentement  c'est quand même grâce à nous si vos magasins fonctionnent merci,50.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
221,323.0,2.0,Yves,Concernant les couteaux Sabatier,"Concernant les couteaux Sabatier. Les magasins carrefour sont en rupture de stock depuis des semaines. Le service clientèle n'a de cesse de donner ce lien pour les reserver en ligne, mais la page web est une impasse.

Aucune option n'est offerte afin de reserver un produit quelconque à cette page. 

Avis au service clientèle Carrefour: Merci de nous indiquer la marche à suivre si possible",,2022-05-07T14:10:45.000Z,"Bonjour, nous vous informons que nos hypermarchés et supermarchés ont été livrés à compter du 3 mai. De plus, votre commande peut également être effectuée en ligne ici https://www.carrefour.fr/edito/grandes-marques/lion-sabatier/reservation Nous restons à votre écoute. Bonne journée, L'équipe Carrefour",2022-05-08T13:53:28.336Z,"Concernant les couteaux Sabatier. Les magasins carrefour sont en rupture de stock depuis des semaines. Le service clientèle n'a de cesse de donner ce lien pour les reserver en ligne, mais la page web est une impasse.Aucune option n'est offerte afin de reserver un produit quelconque à cette page. Avis au service clientèle Carrefour: Merci de nous indiquer la marche à suivre si possible","Concernant les couteaux Sabatier Concernant les couteaux Sabatier. Les magasins carrefour sont en rupture de stock depuis des semaines. Le service clientèle n'a de cesse de donner ce lien pour les reserver en ligne, mais la page web est une impasse.Aucune option n'est offerte afin de reserver un produit quelconque à cette page. Avis au service clientèle Carrefour: Merci de nous indiquer la marche à suivre si possible",68.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
222,324.0,2.0,Yves,Je souhaiterais commander sur internet et sa ne marche pas,"Je souhaiterais commander sur internet le bloc de couteau Sabatier mais c impossible de plus en magasin  il est introuvable . Commendez  dès en beaucoup car il en faut 
Merci d’avance",,2022-05-07T12:19:55.000Z,"Bonjour, nous vous informons que nos hypermarchés et supermarchés ont été livrés à compter du 3 mai. De plus, votre commande peut également être effectuée en ligne ici https://www.carrefour.fr/edito/grandes-marques/lion-sabatier/reservation",2022-05-08T13:53:45.358Z,Je souhaiterais commander sur internet le bloc de couteau Sabatier mais c impossible de plus en magasin  il est introuvable . Commendez  dès en beaucoup car il en faut Merci d’avance,Je souhaiterais commander sur internet et sa ne marche pas Je souhaiterais commander sur internet le bloc de couteau Sabatier mais c impossible de plus en magasin  il est introuvable . Commendez  dès en beaucoup car il en faut Merci d’avance,41.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
223,329.0,2.0,Yves,Pas très satisfait,,,2022-05-03T10:21:38.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance.",2022-05-11T06:28:18.372Z,,Pas très satisfait nan,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
224,330.0,2.0,Yves,Mécontentement,"Bonjour,
C’est très bien d’avoir enlever les caddies à l’entrée cela fait grand ,plus spacieux ,cependant il faudrait que le seul et unique ascenseur ne soit pas en panne depuis 15 jours au moins ce qui nous empêche de remonter les caddies des sous sol parking du magasin .
Alors vous me direz que nous pouvons les récupérer et les monter par les travellators ;mais ils sont de l’autre côté du parking.
Quelle  négligence ,
La réaction à une situation détermine le degrés de respect du client (pour le commerce ).
Je vous souhaite beaucoup de courage car le commerce n’a pas l’air d’être votre fort .
Non positivement 
M.Lazzeri",,2022-05-02T15:56:10.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance.",2022-05-11T06:52:04.525Z,"Bonjour,C’est très bien d’avoir enlever les caddies à l’entrée cela fait grand ,plus spacieux ,cependant il faudrait que le seul et unique ascenseur ne soit pas en panne depuis 15 jours au moins ce qui nous empêche de remonter les caddies des sous sol parking du magasin .Alors vous me direz que nous pouvons les récupérer et les monter par les travellators ;mais ils sont de l’autre côté du parking.Quelle  négligence ,La réaction à une situation détermine le degrés de respect du client (pour le commerce ).Je vous souhaite beaucoup de courage car le commerce n’a pas l’air d’être votre fort .Non positivement M.Lazzeri","Mécontentement Bonjour,C’est très bien d’avoir enlever les caddies à l’entrée cela fait grand ,plus spacieux ,cependant il faudrait que le seul et unique ascenseur ne soit pas en panne depuis 15 jours au moins ce qui nous empêche de remonter les caddies des sous sol parking du magasin .Alors vous me direz que nous pouvons les récupérer et les monter par les travellators ;mais ils sont de l’autre côté du parking.Quelle  négligence ,La réaction à une situation détermine le degrés de respect du client (pour le commerce ).Je vous souhaite beaucoup de courage car le commerce n’a pas l’air d’être votre fort .Non positivement M.Lazzeri",105.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
225,347.0,2.0,Yves,De pire en pire le carrefour de ma…,"De pire en pire le carrefour de ma ville. Les prix augmentent sans cesse. L'amabilité des caissières est selon leur humeur. Et le pire, c'est le rayon pâtes presque vide depuis 3 jours maintenant !",,2022-04-13T18:49:43.000Z,"Bonsoir, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance. Bonne soirée. L'équipe Carrefour.",2022-04-15T20:17:40.108Z,"De pire en pire le carrefour de ma ville. Les prix augmentent sans cesse. L'amabilité des caissières est selon leur humeur. Et le pire, c'est le rayon pâtes presque vide depuis 3 jours maintenant !","De pire en pire le carrefour de ma… De pire en pire le carrefour de ma ville. Les prix augmentent sans cesse. L'amabilité des caissières est selon leur humeur. Et le pire, c'est le rayon pâtes presque vide depuis 3 jours maintenant !",43.0,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,1,1,0,0
226,364.0,2.0,Yves,Service livraison incomplet,"Suite à un arrêt maladie , je me vois dans l'obligation d'effectuer mes courses en livraison .  Cependant , nous sommes lundi et aucun créneau n'est disponible pour la semaine , votre service de livraison n'est vraiment pas à jour , vous fonctionnez avec Shopopop et aucun livreur n'est disponible sur cette application.  Je suis vraiment déçu de ce service qui au final est plus une épine dans le pied qu'un service.  Autre précision , lorsque l'on commande en livraison vous commandez des articles qui ne sont jamais disponibles car ils sont réservés pour les clients du magasin  . Au final , ma commande n'a plus rien dans le panier car plus rien n'est disponible.  Revoyez vos services  . Cordialement.",,2022-03-21T09:53:00.000Z,"Bonjour, afin de pouvoir vous répondre au mieux, nous aurions besoin de précisions dont vos coordonnées. De fait, nous vous invitons à nous contacter directement via le formulaire suivant https://www.carrefour.fr/nous-contacter/livraison-domicile/formulaire Merci par avance. Bonne journée.",2022-03-21T13:07:00.221Z,"Suite à un arrêt maladie , je me vois dans l'obligation d'effectuer mes courses en livraison .  Cependant , nous sommes lundi et aucun créneau n'est disponible pour la semaine , votre service de livraison n'est vraiment pas à jour , vous fonctionnez avec Shopopop et aucun livreur n'est disponible sur cette application.  Je suis vraiment déçu de ce service qui au final est plus une épine dans le pied qu'un service.  Autre précision , lorsque l'on commande en livraison vous commandez des articles qui ne sont jamais disponibles car ils sont réservés pour les clients du magasin  . Au final , ma commande n'a plus rien dans le panier car plus rien n'est disponible.  Revoyez vos services  . Cordialement.","Service livraison incomplet Suite à un arrêt maladie , je me vois dans l'obligation d'effectuer mes courses en livraison .  Cependant , nous sommes lundi et aucun créneau n'est disponible pour la semaine , votre service de livraison n'est vraiment pas à jour , vous fonctionnez avec Shopopop et aucun livreur n'est disponible sur cette application.  Je suis vraiment déçu de ce service qui au final est plus une épine dans le pied qu'un service.  Autre précision , lorsque l'on commande en livraison vous commandez des articles qui ne sont jamais disponibles car ils sont réservés pour les clients du magasin  . Au final , ma commande n'a plus rien dans le panier car plus rien n'est disponible.  Revoyez vos services  . Cordialement.",123.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,0,1,0
227,382.0,2.0,Yves,Et bien voilà,"Et bien voilà, j’ai acheté du jus de pomme extra, jus de pomme BIO dans cet enseigne. Le problème est qu’il y a écrit sur la boîte JUS DE POMME ( j’aurais bien  mis une photo ci joint mais impossible) et que JE bois du jus de POIRE. Ceci a le GOÛT, la TEXTURE et LODEUR DU JUS DE POIRE!  Le jus n’a même pas la bonne couleur. Le jaune est trop pâle. Si il faut tromper le client autant le faire correctement. Déjà ceci m’a énormément déçue. Le service client est ensuite pas ouf, on a attendu 2 mois une commande qui devais prendre 2 semaines ( je déconseille donc de prendre carrefour comme fournisseur de nourritures dans les entreprises. ) et pour finir ils se sont trompés sur la commande et on refusé de l’ajuster. Cependant je met une deuxième étoile car il y a du caprice des dieux et une promo sur les danettes. 
J’espère que le tire sera rectifié à propos du jus de pomme, j’ai étais très déçue et triste.",,2022-02-21T19:52:45.000Z,"Bonjour, afin de pouvoir vous répondre, nous aurions besoin de plus de précisions. De fait,  pourriez-vous transmettre un mail à laurent_belen@carrefour.com. Dans l'attente, nous vous souhaitons une bonne journée. L'équipe Carrefour.",2022-02-22T07:10:12.285Z,"Et bien voilà, j’ai acheté du jus de pomme extra, jus de pomme BIO dans cet enseigne. Le problème est qu’il y a écrit sur la boîte JUS DE POMME ( j’aurais bien  mis une photo ci joint mais impossible) et que JE bois du jus de POIRE. Ceci a le GOÛT, la TEXTURE et LODEUR DU JUS DE POIRE!  Le jus n’a même pas la bonne couleur. Le jaune est trop pâle. Si il faut tromper le client autant le faire correctement. Déjà ceci m’a énormément déçue. Le service client est ensuite pas ouf, on a attendu 2 mois une commande qui devais prendre 2 semaines ( je déconseille donc de prendre carrefour comme fournisseur de nourritures dans les entreprises. ) et pour finir ils se sont trompés sur la commande et on refusé de l’ajuster. Cependant je met une deuxième étoile car il y a du caprice des dieux et une promo sur les danettes. J’espère que le tire sera rectifié à propos du jus de pomme, j’ai étais très déçue et triste.","Et bien voilà Et bien voilà, j’ai acheté du jus de pomme extra, jus de pomme BIO dans cet enseigne. Le problème est qu’il y a écrit sur la boîte JUS DE POMME ( j’aurais bien  mis une photo ci joint mais impossible) et que JE bois du jus de POIRE. Ceci a le GOÛT, la TEXTURE et LODEUR DU JUS DE POIRE!  Le jus n’a même pas la bonne couleur. Le jaune est trop pâle. Si il faut tromper le client autant le faire correctement. Déjà ceci m’a énormément déçue. Le service client est ensuite pas ouf, on a attendu 2 mois une commande qui devais prendre 2 semaines ( je déconseille donc de prendre carrefour comme fournisseur de nourritures dans les entreprises. ) et pour finir ils se sont trompés sur la commande et on refusé de l’ajuster. Cependant je met une deuxième étoile car il y a du caprice des dieux et une promo sur les danettes. J’espère que le tire sera rectifié à propos du jus de pomme, j’ai étais très déçue et triste.",178.0,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,0,1,1,0
345,10.0,3.0,Poon,Autant l'hyper de ma ville est plus…,"Autant l'hyper de ma ville est plus complet, autant mon carrefour de proximité....Hyper déçue. Pas de pignons de pain. Aucun bonbon cruelty free sans gélatine de cochon. Aucun fromage végétal. 😡 J'ai complètement commentaire comme je ne sais pas comment vous répondre en tout cas il s'agit du carrefour de Guelmeur à Brest","As much the hyper of my city is more complete, as much my local crossroads .... super disappointed. No bread gables. No cruelty free candy without pig gelatin. No vegetable cheese. 😡 I completely comment as I do not know how to answer you in any case it is the crossroads of Guelmeur in Brest",2023-01-28T22:00:47.000Z,"Bonjour, effectivement, vos magasins de proximité ont un assortiment moins important qu'un hypermarché en raison de leur taille. Votre magasin contacté a le plaisir de vous informer bien vendre des pignons de pain comme des bonbons sans gélatine. Nous vous remercions pour votre message et le gérant de votre magasin est à votre disposition pour vous renseigner sur les produits que vous souhaitez. Nous restons à votre écoute et vous souhaitons une excellente fin de journée. L'équipe Carrefour",2023-01-31T12:22:09.000Z,"Autant l'hyper de ma ville est plus complet, autant mon carrefour de proximité....Hyper déçue. Pas de pignons de pain. Aucun bonbon cruelty free sans gélatine de cochon. Aucun fromage végétal. 😡 J'ai complètement commentaire comme je ne sais pas comment vous répondre en tout cas il s'agit du carrefour de Guelmeur à Brest","Autant l'hyper de ma ville est plus… Autant l'hyper de ma ville est plus complet, autant mon carrefour de proximité....Hyper déçue. Pas de pignons de pain. Aucun bonbon cruelty free sans gélatine de cochon. Aucun fromage végétal. 😡 J'ai complètement commentaire comme je ne sais pas comment vous répondre en tout cas il s'agit du carrefour de Guelmeur à Brest",60.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
346,14.0,3.0,Poon,Carrefour  France,"Carrefour  France, vous choisissez de mettre en place des caisses sans caissier/caissière. C est un choix parcontre je tiens a vous rappeller, vous préciser au cas où vous auriez omis ce détail. Vous n'êtes en aucun cas mon employeur, je ne travaille pas pour vous, donc personne ne peux me mettre en tension pour accélérer. Peux importe le monde présent dans le magasin... Etre caissière est un métier cordialement","Carrefour France, you choose to set up boxes without cashier/cashier. It is a parking choice I would like to remember, to specify in case you omitted this detail. You are in no way my employer, I do not work for you, so no one can put me in tension to accelerate. No matter the world present in the store ... Being a cashier is a job cordially",2023-01-25T11:25:11.000Z,"Bonjour, pourriez-vous nous communiquer plus de précisions au sujet de votre signalement, l'horaire et la date des faits, et l'adresse du magasin concerné, s'il vous plaît ? Nous sommes à votre écoute. L'équipe Carrefour",2023-01-25T12:44:28.000Z,"Carrefour  France, vous choisissez de mettre en place des caisses sans caissier/caissière. C est un choix parcontre je tiens a vous rappeller, vous préciser au cas où vous auriez omis ce détail. Vous n'êtes en aucun cas mon employeur, je ne travaille pas pour vous, donc personne ne peux me mettre en tension pour accélérer. Peux importe le monde présent dans le magasin... Etre caissière est un métier cordialement","Carrefour  France Carrefour  France, vous choisissez de mettre en place des caisses sans caissier/caissière. C est un choix parcontre je tiens a vous rappeller, vous préciser au cas où vous auriez omis ce détail. Vous n'êtes en aucun cas mon employeur, je ne travaille pas pour vous, donc personne ne peux me mettre en tension pour accélérer. Peux importe le monde présent dans le magasin... Etre caissière est un métier cordialement",71.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
